Name,Org Type 1,Org Type 2,Org Type 3,Org Type 4,Org Type 5,Org Type 6,Primary eMail,Website,Telephones,Main Address,Main Address State,Registered Address,Registered Address State,Contact 1 Name,Contact 1 Designation,Contact 1 eMail,Contact 1 Telephones,Contact 2 Name,Contact 2 Designation,Contact 2 eMail,Contact 2 Telephones,Brief Information,Year of Establishment,GuideStar Url
HOLY SPIRIT CHARITABLE FOUNDATION,Support,,,,,,,http://www.hscfglobal.org,919987083083,"I/56 403 Navgruh Chs , Poonam Sagar Complex,Mira Road East,Thane,Maharashtra,401107",Maharashtra,"I/56 403 Navgruh Chs, Poonam Sagar Complex,,Mira Road East,Thane,Maharashtra,401107",Maharashtra,,,,,,,,,"Holy Spirit Charitable Foundation ( HSCF ) is a registered non-governmental , non-religious and non-profitable social service organization established in 2010, Our trust is mainly concentrating on conducting activities like Education, Old Age Home, Drawing, Medical, Orphanage Home, & School Cultural Activities, Health Care and also give Financial & Educational Support for Poor Children & Under Privileged Families.The Foundation’s aim and main objective is to build a School with multilevel facility for Children belonging to families below poverty line (BPL) and also abandoned young ones by providing them free Education with Boarding facility.Looking into constant working of our Trust, its brings immense pleasure to share that our Trust is being selected by the National Urban Health Mission  - Ministry of Health & Family Welfare (Govt. Of India) and Hon. Shri. Mayank C. Mehta our Executive Member is being appointed as Zonal Member in the committee.Holy Spirit Charitable Foundation ( HSCF ) is a registered non-governmental , non-religious and non-profitable social service organization established in 2010, Our trust is mainly concentrating on conducting activities like Education, Old Age Home, Drawing, Medical, Orphanage Home, & School Cultural Activities, Health Care and also give Financial & Educational Support for Poor Children & Under Privileged Families.The Foundation’s aim and main objective is to build a School with multilevel facility for Children belonging to families below poverty line (BPL) and also abandoned young ones by providing them free Education with Boarding facility.",2010,http://www.guidestarindia.org/Summary.aspx?CCReg=9430
HUMAN CARE & RURAL DEVELOPMENT ASSOCIATION,Direct Service,,,,,,,,919854501011,"Vill ï¿½ Balabari, Dhula Ps Dhula, Po,Dhula,,Dhula,Darrang,Assam,784146",Assam,,,Mr Bhabesh Chakraborty,,,,,,,,"Human Care & Rural Development Association is located in Darrang, Assam.",2007,http://www.guidestarindia.org/Summary.aspx?CCReg=9471
HUMAN UNIQUE MOMENT DEVELOPMENT ORGANISATION,Support,,,,,,,,919907621211,"65,Radhakunj,Khajurikalan Road,Bhopal,Madhya Pradesh,462022",Madhya Pradesh,"65,Radhakunj,Khajurikalan Road,Piplani,Bhopal,Madhya Pradesh,462022",Madhya Pradesh,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9385
IDEAL & NATURAL DISCIPLINARY ORGANIZATION (INDO),Advocacy & Campaigning,Direct Service,Grant-making,Intermediary,Network,Support,,,919308404006,"Chandani Chowk Hatia, Po- Hatia, Ps- Jagannathpur,Near Shahadat Smarak Stambh,,Ranchi,Jharkhand,834003",Jharkhand,,,,,,,,,,,"Ideal & Natural Disciplinary Organization (INDO) is a nonprofit making voluntary organization working for the cause of down trodden and suppressed people. we work without any discrimination of cast, religion, creed and gender etc. organization was founded in year 2006 by a coherent group of dedicated social workers, community workers to response the deprived sections, villagers, farmers, urban people from  Scheduled Castes, Scheduled Tribes, Other Backward Classes, Minorities and Primitive Tribe Groups.",2011,http://www.guidestarindia.org/Summary.aspx?CCReg=9427
INDIA WATER PARTNERSHIP,Network,,,,,,,www.cwp-india.org,911242348022,"WAPCOS Ltd, 76-C, Sector-18,,Institutional Area,,Gurgaon,Gurugram,Haryana,122015",Haryana,,,Mangla Rai,Research Associate,manglarai@cwp-india.org,91-124-2348022,,,,,"India Water Partnership is located in Gurgaon, Haryana.",2001,http://www.guidestarindia.org/Summary.aspx?CCReg=9454
INDUS action Initiatives,Advocacy & Campaigning,Network,Support,,,,,www.indusaction.org,919810133586,"K-112, 1st Floor,B K Dutt Colony, Jor Bagh,NEW DELHI,South Delhi,Delhi,110003",Delhi,"K- 96,  B.K. Dutt Colony , Jor Bagh, New Delhi,New Delhi,South Delhi,Delhi,110003",Delhi,,,,,,,,,We work to implement RTE Section12(1)(c) around the country through our flagship program – Project Eklavya. Our uniqueness is the Project Eklavya Network (PEN) of social entrepreneurs who work with different state governments on providing the best chance for the underprivileged to avail what is rightfully theirs by law. We work with the government at multiple levels to capacitate their policy implementation mechanism through various training and exposure experiences. We have admitted 25000 children directly to private schools in 2017 under this law and targeted 50000 admissions 2018 academic year.,2013,http://www.guidestarindia.org/Summary.aspx?CCReg=9413
INSTITUTE OF LIVELIHOOD RESEARCH AND TRAINING,Advocacy & Campaigning,Grant-making,Support,,,,,www.ilrtindia.org,"919640768777,914066585800","3rd floor, Surabhi Arcade,,Bank Street, Koti,Hyderabad,Telangana,500001",Telangana,"3rd floor, Surabhi Arcade,Bank Street, Koti,Hyderabad,Telangana,500001",Telangana,,,,,,,,,"The Institute of Livelihood Research and Training – ILRT (www.ilrtindia.org) is an academic institution promoted by the Basix Social Enterprise Group (Basix SEG – www.basixindia.com), a livelihood promotion conglomerate of 14 entities. The mandate of the ILRT is to build up a scientific knowledge base on livelihoods and disseminate the same to livelihood practitioners for enhancing their understanding and implementation capabilities, who in turn will promote large number of livelihoods.  Since 2007 when ILRT (then, The Livelihood School) was established, it has trained close to 20,000 practitioners in livelihood promotion, undertook 35 research studies, 60 accompaniment support programs, published 32 papers on issues of livelihood promoti",2007,http://www.guidestarindia.org/Summary.aspx?CCReg=9389
INTEGRATED VOLUNTEERS NETWORK (IVN),Advocacy & Campaigning,Direct Service,Network,,,,,www.ivn.org.in,"918763332123,918130171953","Khasro No 674, Flat no. D-1, Top Floor, Laxmi Apartment,,Adarsh Colony, Devli,,New Delhi,South Delhi,Delhi,110062",Delhi,,,,,,,,,,,"Integrated Volunteers Network (IVN) is the network of India Volunteers (IVs) and organizations in the process of building resilience and to stand for humanity, who are committed to help and save the nation with their voluntary efforts to ensure building resilience. IVN family is a volunteer’s network in India with individual and organizational participation to secure 2 human hours of contribution per volunteer per week and 100 human hours per volunteer per year, to save and help in the nation resilience  growth. IVN adds value in Humanitarian Response, Sustainable Developments,Renewable Energy, Volunteerism, Environmental actions, Health & WASH.",2016,http://www.guidestarindia.org/Summary.aspx?CCReg=9436
JAGRATI YUWA MANCH SAMITI,Direct Service,,,,,,,www.jyms.org,919131530130,"Power House Colony,Shah Nagar,Panna,Madhya Pradesh,488448",Madhya Pradesh,,,,,,,,,,,"Jagrati Yuwa Manch Samiti is located in Panna, Madhya Pradesh.",1992,http://www.guidestarindia.org/Summary.aspx?CCReg=9435
JAI SANTOSHI MATA SEVA BHAVI SANSTHA,Support,,,,,,,,"919225303621,912442224855","C/O Jijau Maasaheb Multi State,Near Nagar Road,Beed,Maharashtra,431122",Maharashtra,,,,,,,,,,,"Jai Santoshi Mata Seva Bhavi Sanstha is located in Beed, Maharashtra.",1988,http://www.guidestarindia.org/Summary.aspx?CCReg=9470
Jan Manas Sewa Samiti,Advocacy & Campaigning,Direct Service,Intermediary,,,,,http://jmssindia.org,919050908374,"Village & Post-Office- Atta,, Tehsil-Samalkha, District- Panipat,,Panipat,Haryana,132122",Haryana,"Sukhdayak Davakhana, 2nd Floor,Balaji Market, Railway Road Samalkha,Panipat,Haryana,132103",Haryana,,,,,,,,,"We provide service to the weaker section of society in areas like Education, Health, Self Employment,Solid Waste Management and Rehabilitation etc.Our overall goal is the empowerment of women and girls from poor and marginalized communities leading to improvement in their lives and livelihoods.",2014,http://www.guidestarindia.org/Summary.aspx?CCReg=9409
"Jan Sahyog Vikas Trust, Palanpur",Advocacy & Campaigning,Direct Service,Grant-making,Network,Support,,,,919737699478,"Megh Plaza, S-4/7,,Verai Chakla,,Patan,Gujarat,384265",Gujarat,,,Manoj Goswami,Managing Director,jsvt.patan1@gmail.com,91-9737699478,,,,,JSVT works for human livelihood mission and for removing the unemployment  situation,2004,http://www.guidestarindia.org/Summary.aspx?CCReg=9429
JAN SHIKSHAN SANSTHAN,Support,,,,,,,,"912742251110,919426032886","Abov Kiran Paper Products, Near Shraddha Residency,Dhundhiyawadi,Palanpur,Banaskantha,Gujarat,385001",Gujarat,"Abo Kiran Paper Products, Near Shraddha Residency,Dhundhiyawadi,Palanpur,Banaskantha,Gujarat,385001",Gujarat,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9330
JANASHAKTI BIKASH MANCHA,Advocacy & Campaigning,Grant-making,Network,Support,,,,,"913624220140,913624220140","Vill.-Puspakpur, Ward No-10, P.O-Milanpur,,Nalbari,Assam,781337",Assam,,,Sudip Das,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9441
Janshakti Chetna Foundation,Advocacy & Campaigning,Grant-making,Intermediary,Network,Support,,,http://janshaktichetna.website2.me,918860635300,"203, Shyama A1, Radha Valley,NH2, Mathura,Mathura,Uttar Pradesh,281004",Uttar Pradesh,"E2, S1, Dilshad Colony,Near ICICI Bank,Dilshad Colony,North East Delhi,Delhi,110095",Delhi,,,,,,,,,"Janshakti Foundation Charitable Public Trust has plans and projects to touch each and every aspect generally experienced in life around us. Right to Education, Child rights, Women empowerment, Poverty, Health, Employment, Environment protection, Old Age homes, Orphanage etc., are the projects/ areas to name a few intended and are handled by us.My sincere and humble request to all that this is the time to join hands together and let Janshakti (People’s strength) be used for a better cause.",2017,http://www.guidestarindia.org/Summary.aspx?CCReg=9443
JEEVAN DHARA,Direct Service,Support,,,,,,www.jeevandharaonline.in,919833417274,"7, Rear Helal Bldg, Dr. Mascarenhas Road, Mazgoan,Mumbai,Maharashtra,400010",Maharashtra,,,Gene D’Silva,Founder & Secretary,writetojeevandhara@gmail.com,91-9833417274,,,,,"Jeevan Dhara is running balwadis, study classes, conducting vocational training courses like Mehandi, Beautician, Tailoring and Fashion designing etc, dance classes and football academy. Also We have a rehabilitation center for the drugs addicts.Since then following the detail of the number of beneficiaries till dateFormal education    Balwadi – 2000  • Study class – 10,275•Adult Literacy classes -  637 • Capacity building sessions -822Non-formal education :•	1,127 women benefitted from the Mehendi classes (1998-2015), •	1,444 women benefitted from the beautician classes (2003- 2015), •	816 women benefitted from the tailoring classes (2003-2015), •	256 women benefitted from the fashion designing classes (2006-2015), •	120 men benefitted from the driving classes (2008-2009), •	87 men were trained for the mobile repairing classes (2007-2008), •	93 men were trained for the computer hardware repairs course (2009-2010), •	44 men were trained for the motor mechanic course (2006-2015), •	115 men were trained for the A/C and refrigeration course, •	29 men were trained for welding (2009-2015) and •	29 for housekeeping.",2005,http://www.guidestarindia.org/Summary.aspx?CCReg=9418
KALVARI EDUCATIONAL RURAL WOMEN & CHILD WELFARE DEVELOPMENT SOCIETY,Advocacy & Campaigning,Direct Service,Network,,,,,,919603925361,"H,No B7 Patigadda Colony,Secunderabad,Hyderabad,Telangana,500003",Telangana,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9422
Kanya Bhron Bachao Society,Direct Service,Grant-making,Network,,,,,,919736680996,"1st Foor Employment Exchange Ghumarwin,Dhakri Chowk,Bilaspur,Himachal Pradesh,174021",Himachal Pradesh,"1st Foor Employment Exchange Ghumarwin,DISTT BILASPUR H.P 174021,Dhakri Chowk,Bilaspur,Himachal Pradesh,174021",Himachal Pradesh,,,,,,,,,"WORKS RELATED TO EDUCATION,AWARENESS PROGRAMS,HEALTH PROGRAMS ETC.EDUCATION RELATED PROJECTS.10 MEMBERS STAFF15 VOLUNTEERS MEMBERS.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=9444
Krishi Pragati Foundation,Advocacy & Campaigning,Direct Service,Intermediary,,,,,http://www.krishipragati.org/,918422947208,"#216, Gera Junction,,Lulla Nagar Square,,Kondhwa,,Pune,Maharashtra,411040",Maharashtra,,,,,,,,,,,"Krishi Pragati Foundation (KPF) is a non-profit organization supported by Tata Trusts (incorporated under Section 8 of the Companies Act), specializes in fresh agri produce supply chain and helps to bridge the gap between farmers and consumers. The objective is to maximize producers’ share in the consumer price through establishing direct market linkages for farmers without any intermediaries. The organization is promoted by experienced professionals with expertise in agri value chain management. The founding team has previously worked with leading modern retail companies in India. The team has also founded go4fresh.in - a B2B focussed fresh produce company catering to retail, HORECA, processors and exports segments.",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=9417
Lex Alliance Foundation,Direct Service,Support,,,,,,http://www.lexalliancefoundation.org/,919818246180,"A-148, Defence Colony,,New Delhi,South Delhi,Delhi,110024",Delhi,,,,,,,,,,,"Lex Alliance Foundation is registered as a section 25 Company under Companies Act, 1956. LAF is engaged in providing education to under privileged children, providing free legal aid to the needy and empowering women.We are providing free education and mid day meals to more than 350 students in three schools located in Delhi and Noida and we have provided vocational training in different fields to more than 50 women and count is increasing every day. We seek your support in doing something great for each other and for the society.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=9452
LORD BUDDHA WELFARE SOCIETY,Advocacy & Campaigning,Support,,,,,,,"919801670081,919472360653","Vill-Lodiya,P.O-Dangra,Via-Mohanpur,Gaya,Bihar,824201",Bihar,,,,,,,,,,,"Lord Buddha Welfare Society is located in Gaya, Bihar.",2008,http://www.guidestarindia.org/Summary.aspx?CCReg=9324
MAHIDHARA FOUNDATION,Direct Service,Grant-making,Support,,,,,,919725284903,"79,Pratapsinh Sahebno bhag,Vadodara,Gujarat,391330",Gujarat,,,Kuldipsinh Gohil,,,,,,,,"Mahidhara Foundation is located in Vadodara, Gujarat.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=9437
MAITREYI MAHILA MANDAL,Direct Service,Support,,,,,,,919821547129,"1, Krishna Sadan, Ground Floor, Sitladevi Temple Road, Mahim,Mumbai,Maharashtra,400016",Maharashtra,,,,,,,,,,,"Conduct medical camps and counseling sessions for needy patients. Building charitable hospital in the rural area of Sindhudurg District, Maharashtra.",1997,http://www.guidestarindia.org/Summary.aspx?CCReg=9448
MAXIMILIAN GROUP FOUNDATION,Advocacy & Campaigning,Direct Service,Grant-making,Intermediary,Network,Support,,,"911165683355,911165683355","House No. 387 Z  II Welcome,Seelampur,North East Delhi,Delhi,110053",Delhi,"House No. 387 Z II Welcome,Seelampur,North East Delhi,Delhi,110053",Delhi,,,,,,,,,"Welcome to MAXIMILIAN GROUP FOUNDATION.We take immense pleasure in introducing ourselves as a team of MAXIMILIAN GROUP FOUNDATION based in New Delhi.Our Trust is registered in New Delhi under Reg. no. 483 dated 16,FEB 2016. We are also registered with EUROGLOBAL AS PER QUALITY MANAGEMENT (ISO-9001-2015), New Delhi.Mission Education is a national level programme of MAXIMILIAN GROUP FOUNDATION, which is committed to providing basic education to underprivileged children. MAXIMILIAN GROUP FOUNDATION believes that whether you are addressing healthcare, poverty, population control, unemployment or human rights, there's no better place to start than in the corridors of education.",2016,http://www.guidestarindia.org/Summary.aspx?CCReg=9359
MUKTAI BAHUUDDESHIYA SEVABHAVI SANSTHA PANGAON,Direct Service,,,,,,,,"918698408245,918999774746","Pangaon Renapur,Latur,Maharashtra,413512",Maharashtra,,,,,,,,,,,"Muktai Bahuuddeshiya Sevabhavi Sanstha is located Pangaon, Maharashtra.",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=9439
